[[779  12  59  20  27   9  15   7  39  33]
 [ 10 924   1   6   1   7   2   2  12  35]
 [ 44   5 679  73  77  43  40  22  11   6]
 [ 17   4  60 663  47 111  45  27   9  17]
 [  5   2  56  53 795  24  23  29   9   4]
 [  5   1  30 124  35 748  20  31   4   2]
 [  8   6  27  43  21  14 858   5  10   8]
 [  9   2  17  48  31  39   9 836   1   8]
 [ 42  17  13  11   2   2   6   4 880  23]
 [  8  55   4  11   4   5   9   5  25 874]]
