[[669  40  83  16  21   7  12  18  72  62]
 [ 13 798   3   5   1   1  13   5  24 137]
 [ 78   6 498  66 115  61  96  50  15  15]
 [ 16  10  69 386  78 192 141  49  21  38]
 [ 31   4  68  48 645  25  77  87   3  12]
 [ 13   3  71 228  60 509  28  65   7  16]
 [  3   4  42  67  46  13 808   4   6   7]
 [ 10   4  38  46  87  74  14 698   1  28]
 [ 87  49  15  10   8   2   7   5 729  88]
 [ 20  56   6   7   3   1  13   9  27 858]]
