[[815  14  38  20  14   7  14   8  47  23]
 [  5 912   2   5   3   7   8   3  20  35]
 [ 39   2 728  47  66  50  35  22   6   5]
 [ 16   3  50 653  50 126  43  34   9  16]
 [  8   2  32  48 836  11  23  36   2   2]
 [  6   1  32 107  39 758  14  34   2   7]
 [ 11   4  29  30   9  17 882   8   8   2]
 [  7   1  17  19  29  39  10 871   3   4]
 [ 32  15  20   9   5   4   9   4 888  14]
 [ 10  41   2  11   4   0  12  10  26 884]]
